comment,cleaned_text,l_xlm,c_xlm,l_bert,c_bert
හැමදාම උදව් ඉල්ලනෙ නෑ ඒත් අද උදවුවක් ඔනී පුලුවන් ඔන් කො....සක්කිලි අවජාතක මල් පොන්නයෙක් රිපොට් කරන්ට තියෙන්නේ ..,හැමදාම උදව් ඉල්ලනෙ නෑ ඒත් අද උදවුවක් ඔනී පුලුවන් ඔන් කො....සක්කිලි අවජාතක මල් පොන්නයෙක් රිපොට් කරන්ට තියෙන්නේ ..,Harassment,0.5674,Harassment,0.7891
පප්පේ මෙවන් තුප්පහි දරුවෙක් මේ ලෝකයට ජාතක කරවීම ගැන දුක් වෙන්න එහෙම නැතිව දැනුත් උ කරපු අවජාතක වැඩේ සාධාරණිය නොකර. ඔහෙට වඩා වේදනා විදින්නේ මේ රටේ අහිංසක ජනතාව උ කොරපු තුප්පහි වැඩෙන්. කාලකන්නියා කවදා හරි මරුනාමත් අර උඩුගම්පලයාට සමාජයෙන් එල්ලවුණු විරෝධයම එල්ල වේවි ශ්‍රීලංකා,පප්පේ මෙවන් තුප්පහි දරුවෙක් මේ ලෝකයට ජාතක කරවීම ගැන දුක් වෙන්න එහෙම නැතිව දැනුත් උ කරපු අවජාතක වැඩේ සාධාරණිය නොකර. ඔහෙට වඩා වේදනා විදින්නේ මේ රටේ අහිංසක ජනතාව උ කොරපු තුප්පහි වැඩෙන්. කාලකන්නියා කවදා හරි මරුනාමත් අර උඩුගම්පලයාට සමාජයෙන් එල්ලවුණු විරෝධයම එල්ල වේවි ශ්‍රීලංකා,Harassment,0.6807,Harassment,0.9497
"ඇයි බං 250 ට ඔච්චරම හැංගෙන්නේ නමත්‍ එක්ක වරෙං කෙලකන්නියා එලියට, රක්ෂාවද රටටද කියලා පෙන්නන්න අවජාතක බල්ලා.","ඇයි බං 250 ට ඔච්චරම හැංගෙන්නේ නමත්‍ එක්ක වරෙං කෙලකන්නියා එලියට, රක්ෂාවද රටටද කියලා පෙන්නන්න අවජාතක බල්ලා.",Harassment,0.687,Harassment,0.9102
අපේ හාමුදුරුවන්ට අපහාස කරන අවජාතක බල්ලන්ගේ පව්ල් පිටින් හැදිගෑවිල අකුලොලම පල උර්ල්,අපේ හාමුදුරුවන්ට අපහාස කරන අවජාතක බල්ලන්ගේ පව්ල් පිටින් හැදිගෑවිල අකුලොලම පල උර්ල්,Harassment,0.772,Harassment,0.9399
මැරුණ සිංහල එකා වෙනුවෙන් එක වචනයක් නොකියන සහජීවන පිම්පියෝ.. ශ්‍රී දේවිට R.I.P කියලා තිබුනා දැක්කා.. බලන්න තිබුනා මේ වෙනුවට මරක්කලයෙක් අපේ උන්ගෙන් මැරුම් කෑවනම් අවජාතක හැත්ත රෙදි උස්සගෙන එන හැටි... ලක්ෂනෝ,මැරුණ සිංහල එකා වෙනුවෙන් එක වචනයක් නොකියන සහජීවන පිම්පියෝ.. ශ්‍රී දේවිට R.I.P කියලා තිබුනා දැක්කා.. බලන්න තිබුනා මේ වෙනුවට මරක්කලයෙක් අපේ උන්ගෙන් මැරුම් කෑවනම් අවජාතක හැත්ත රෙදි උස්සගෙන එන හැටි... ලක්ෂනෝ,Harassment,0.5586,Harassment,0.7285
", ටයිප් කොරොනවා මුං ව හෙට අනිද්දට නනදසෙන චිනෙට යැව්වම..අවජාතක සක්කිලි යො..කොහෙන් හරි බොරුඅක් ගොතාගෙන නනදසෙන ව සුද්ද කර් කර පව්ල රකින ගොතයෙක් නෙ මෙ..අවජාතක හැත්තක්.ටිව් එකෙ අඩන්නෙ නම් අප්පා ගැනකියොකියො",", ටයිප් කොරොනවා මුං ව හෙට අනිද්දට නනදසෙන චිනෙට යැව්වම..අවජාතක සක්කිලි යො..කොහෙන් හරි බොරුඅක් ගොතාගෙන නනදසෙන ව සුද්ද කර් කර පව්ල රකින ගොතයෙක් නෙ මෙ..අවජාතක හැත්තක්.ටිව් එකෙ අඩන්නෙ නම් අප්පා ගැනකියොකියො",Harassment,0.6797,Harassment,0.9854
පකිස්තානයෙන් සමාව ඉල්ලනකොට ලංකාවේ ඉන්න පුක දෙන පොන්න හැත්ත මරපු එක සාදාරණීකරණය කරන්ඩ යනවා පොඩි කාලේ මව් කිරි වෙනුවට කොනකපා ශුකාණු උන්ට බොන්ඩ දීලා තියෙන්නෙ ඒකයි එහෙම අවජාතක හැත්ත #දැකලාහිතුනා ජුස්ටිචෙෆොර්ප්රියන්ත ශංඑඔන්පකිස්තං,පකිස්තානයෙන් සමාව ඉල්ලනකොට ලංකාවේ ඉන්න පුක දෙන පොන්න හැත්ත මරපු එක සාදාරණීකරණය කරන්ඩ යනවා පොඩි කාලේ මව් කිරි වෙනුවට කොනකපා ශුකාණු උන්ට බොන්ඩ දීලා තියෙන්නෙ ඒකයි එහෙම අවජාතක හැත්ත #දැකලාහිතුනා ජුස්ටිචෙෆොර්ප්රියන්ත ශංඑඔන්පකිස්තං,Harassment,0.7427,Harassment,0.9429
''මහින්දගේ අවජාතක දරුවා සුජාත කරන්නයි හදන්නේ'' උර්ල්,''මහින්දගේ අවජාතක දරුවා සුජාත කරන්නයි හදන්නේ'' උර්ල්,Harassment,0.7803,Harassment,0.9644
ජාතියක් ජම්මයක් නැති අවජාතක ⁣කැරියෙක් හුකඳෝ උඹ,ජාතියක් ජම්මයක් නැති අවජාතක ⁣කැරියෙක් හුකඳෝ උඹ,Harassment,0.4917,Harassment,0.9863
කාල් මාක්ස් ගේ අවජාතක පුත්‍රයා උර්ල්,කාල් මාක්ස් ගේ අවජාතක පුත්‍රයා උර්ල්,Harassment,0.5889,Harassment,0.6118
පොහොට්ටුව අවජාතක දරුවෙක්. හරියට උප්පැන්නයක් නෑ.. පොහොට්ටුව නෙළුමක් උනාට කරුමෙට හරි පිපුනොත් මැද තියෙන්නේ කිඩාරම්... උර්ල්,පොහොට්ටුව අවජාතක දරුවෙක්. හරියට උප්පැන්නයක් නෑ.. පොහොට්ටුව නෙළුමක් උනාට කරුමෙට හරි පිපුනොත් මැද තියෙන්නේ කිඩාරම්... උර්ල්,Harassment,0.4888,Harassment,0.9438
හොඳා ෆේක් එකක් නිසා..එක ආදරණීය පියෙක්ට නැතුව 3 4 දෙනෙක් ට හරි බල්ලෙක් වගේ සතෙක්ට හරි දාව ජාතක උනාම මෙහෙම අවජාතක කතා කියන උදවිය බිහි වෙනව..සාධාරණයි..,හොඳා ෆේක් එකක් නිසා..එක ආදරණීය පියෙක්ට නැතුව 3 4 දෙනෙක් ට හරි බල්ලෙක් වගේ සතෙක්ට හරි දාව ජාතක උනාම මෙහෙම අවජාතක කතා කියන උදවිය බිහි වෙනව..සාධාරණයි..,Harassment,0.5327,Harassment,0.9194
ඔව් ඉතින් නැත්නම් ළමුන් අවජාතක වෙනවානේ,ඔව් ඉතින් නැත්නම් ළමුන් අවජාතක වෙනවානේ,Harassment,0.5347,Harassment,0.562
ඔය මහලොකුවට නලලෙ තියන් ගියාට කැම්පස් කියල අපිනම් පුකකට ගනන් ගන්නෙ නෑ.. හොද උනුත් ඉන්නව ඒත් වැඩි හරියක් ඉන්නෙ අවජාතක හුත්තල. ලොකු නෑ එක පකෙක්,ඔය මහලොකුවට නලලෙ තියන් ගියාට කැම්පස් කියල අපිනම් පුකකට ගනන් ගන්නෙ නෑ.. හොද උනුත් ඉන්නව ඒත් වැඩි හරියක් ඉන්නෙ අවජාතක හුත්තල. ලොකු නෑ එක පකෙක්,Harassment,0.7002,Harassment,0.9766
මූත් පොන්නසේකාගේ ජාතියෙම අවජාතක එකෙක් තමා... කෝ කඩේ ගිය එවුන්? ලක கரகலன ගරිකාලන් · 15 ඔච්ට් 2017 ඉග්ප් පුජිත ජයසුන්දර got one ඔෆ් his bodyguard ටො clean mud ඕන his ශෝඑස් ඉන් අ public event හෙල්ඩ් ඉන් ජෆ්ෆ්න yesterday pix-,මූත් පොන්නසේකාගේ ජාතියෙම අවජාතක එකෙක් තමා... කෝ කඩේ ගිය එවුන්? ලක கரகலன ගරිකාලන් · 15 ඔච්ට් 2017 ඉග්ප් පුජිත ජයසුන්දර got one ඔෆ් his bodyguard ටො clean mud ඕන his ශෝඑස් ඉන් අ public event හෙල්ඩ් ඉන් ජෆ්ෆ්න yesterday pix-,Harassment,0.7568,Harassment,0.937
මේවා හදන අවජාතක බල්ලන්ට පේන්න ශෙයාර් කරපල්ලා උර්ල්,මේවා හදන අවජාතක බල්ලන්ට පේන්න ශෙයාර් කරපල්ලා උර්ල්,Harassment,0.5278,Harassment,0.8237
වියන්ගොඩ යනු $ ඩොලර්කාමී උමතුවෙන් පෙළෙන අවජාතක තක්කඩියෙකි.. උර්ල් ලක ශ්‍රීලංකා චොලොම්බෝ ගාල්ලේ කන්ද්ය් වියන්ගොඩ,වියන්ගොඩ යනු $ ඩොලර්කාමී උමතුවෙන් පෙළෙන අවජාතක තක්කඩියෙකි.. උර්ල් ලක ශ්‍රීලංකා චොලොම්බෝ ගාල්ලේ කන්ද්ය් වියන්ගොඩ,Harassment,0.625,Harassment,0.6274
ඉ ලිකෙඩ් අ උර්ල් අවජාතක දරුවෙක් යයි නැගු චෝදනාවට,ඉ ලිකෙඩ් අ උර්ල් අවජාතක දරුවෙක් යයි නැගු චෝදනාවට,Harassment,0.751,Harassment,0.6387
උපන් බිමේ චන්ද අයිතිය ඉල්ලු සිංහලයන් ට පහර දී මහපාරේ නිරුවත් කරන අවජාතක පාදඩ යා!!!! තු හ් ...තුහ්.. තුප්පහි අශ්චර්ර උර්ල්,උපන් බිමේ චන්ද අයිතිය ඉල්ලු සිංහලයන් ට පහර දී මහපාරේ නිරුවත් කරන අවජාතක පාදඩ යා!!!! තු හ් ...තුහ්.. තුප්පහි අශ්චර්ර උර්ල්,Harassment,0.7339,Harassment,0.5503
"මෙ රටෙ මට අදුර ගන්න ලෑබුනු මිනිසුන් අතර හිටපු - අවජාතක,පාඩඩ.එවගෙම කොටින්ම කියනවනන් තිරිසන් බල්ලන් දෙදෙනෙක්... උර්ල්","මෙ රටෙ මට අදුර ගන්න ලෑබුනු මිනිසුන් අතර හිටපු - අවජාතක,පාඩඩ.එවගෙම කොටින්ම කියනවනන් තිරිසන් බල්ලන් දෙදෙනෙක්... උර්ල්",Harassment,0.6963,Harassment,0.4944
"උබ වගේ අවජාතක නපුංසකයෙක්ට විතරයි ජාතිවාදී තම්බියන් අනුමත කරන්න පුලුවන්. උබේ තාත්තාගේ සමරවීර නම වෙනස් කරගනින්. අපරාදේ, අර මහානාම කියන වැදගත් දෙශපාලකයා සරමේ පිහදා ගත්තානම් මෙහෙම කතාකරන්න වෙන්නේ නැහැ. ලැජ්ජාවක් කියලා තියෙනවානම් ආයේ මාතර පැත්තේ එහෙම එනවා නෙවෙයි. අවමoගලම් මොහොමඩ්","උබ වගේ අවජාතක නපුංසකයෙක්ට විතරයි ජාතිවාදී තම්බියන් අනුමත කරන්න පුලුවන්. උබේ තාත්තාගේ සමරවීර නම වෙනස් කරගනින්. අපරාදේ, අර මහානාම කියන වැදගත් දෙශපාලකයා සරමේ පිහදා ගත්තානම් මෙහෙම කතාකරන්න වෙන්නේ නැහැ. ලැජ්ජාවක් කියලා තියෙනවානම් ආයේ මාතර පැත්තේ එහෙම එනවා නෙවෙයි. අවමoගලම් මොහොමඩ්",Harassment,0.4924,Harassment,0.9399
ගංජ ගහන කාලකණ්ණි කොලු හැතිකරේ..හෙ** ගහල අකුලෝලම පල... -වදින උන්ට වැදියන්-,ගංජ ගහන කාලකණ්ණි කොලු හැතිකරේ..හෙ** ගහල අකුලෝලම පල... -වදින උන්ට වැදියන්-,Harassment,0.73,Harassment,0.9702
මූණ වහං ගහපු ගැහිල්ලෙන් ඉපදිච්ච අවජාතක නපුංසක හැත්ත. මුං වගෙ මූසල කාලකණ්ණි නිලධාරින් හින්දා තමයි ජාත්‍යන්තරය ඉදිරියේ ලංකාව සවුත්තු වෙන්නේ. ලක,මූණ වහං ගහපු ගැහිල්ලෙන් ඉපදිච්ච අවජාතක නපුංසක හැත්ත. මුං වගෙ මූසල කාලකණ්ණි නිලධාරින් හින්දා තමයි ජාත්‍යන්තරය ඉදිරියේ ලංකාව සවුත්තු වෙන්නේ. ලක,Harassment,0.6074,Harassment,0.7617
ඕකුන්ව ලංකාවට ගෙන්නලා ගල් ගහන්න ඕනි කාලකණ්ණි සක්කිලි රට ඉදල මව්බිම ගගා හැමිනෙනව,ඕකුන්ව ලංකාවට ගෙන්නලා ගල් ගහන්න ඕනි කාලකණ්ණි සක්කිලි රට ඉදල මව්බිම ගගා හැමිනෙනව,Harassment,0.49,Harassment,0.6411
අනෙ හුකාං ලැවරිය පුතානො උබල පට්ට කාලකණ්ණි අවජතක පකයි මෙ රටට හෙනයක් වගෙම අකුල් හෙලල පරහැත්ත එක්කරටට වින කටින්න අව සක්කිලි උන්ප් එකම පොන්න පකයි ටිකක් ඉන්නෙ වගෙම මෙලො හසරක් නැතුව හිටපු උබට දැන් මාද්‍ය නිවෙදන නිකුත් කරන්න තරම් ඇම්ම කොහෙන්ද ආවෙ උබලයි යකො වල පල්ලට යන්න ඔන උන් රටට කෙලවන,අනෙ හුකාං ලැවරිය පුතානො උබල පට්ට කාලකණ්ණි අවජතක පකයි මෙ රටට හෙනයක් වගෙම අකුල් හෙලල පරහැත්ත එක්කරටට වින කටින්න අව සක්කිලි උන්ප් එකම පොන්න පකයි ටිකක් ඉන්නෙ වගෙම මෙලො හසරක් නැතුව හිටපු උබට දැන් මාද්‍ය නිවෙදන නිකුත් කරන්න තරම් ඇම්ම කොහෙන්ද ආවෙ උබලයි යකො වල පල්ලට යන්න ඔන උන් රටට කෙලවන,Harassment,0.7178,Harassment,0.9468
ඊයෙ එක සක්කිලියෙක් කියනව කරූට ඕන එකෙක් හරි මරාගන්නලු ඌට එකෙක් වෙන්න ඇති හැබැයි අපිට ඕන උන් ඔක්කොම මරල දාන්න කියල උන් දන්නෙ නෑ කඩප්පුලි වේස හැත්ත මුන්ට ගේමක් දෙන්න එකෙක් නැද්ද මේ රටේ කාලකණ්ණි ඔක්කොම මරල දාල අලුත් සෙට් එකක් දාන්න පෙලගැහියල්ල යකුනේ,ඊයෙ එක සක්කිලියෙක් කියනව කරූට ඕන එකෙක් හරි මරාගන්නලු ඌට එකෙක් වෙන්න ඇති හැබැයි අපිට ඕන උන් ඔක්කොම මරල දාන්න කියල උන් දන්නෙ නෑ කඩප්පුලි වේස හැත්ත මුන්ට ගේමක් දෙන්න එකෙක් නැද්ද මේ රටේ කාලකණ්ණි ඔක්කොම මරල දාල අලුත් සෙට් එකක් දාන්න පෙලගැහියල්ල යකුනේ,Harassment,0.623,Harassment,0.8857
මේ වේස බල්ලො බැල්ලියෙක් දැක්ක ගමන් පාර හරහා පනිනවා ඇහිල්ලක් බැලිල්ලක් නැතුව. තව පොඩ්ඩෙන් එක බැල්ලිගේ පුතෙක් පරලොව යනවා වාහනේ වැදිලා,මේ වේස බල්ලො බැල්ලියෙක් දැක්ක ගමන් පාර හරහා පනිනවා ඇහිල්ලක් බැලිල්ලක් නැතුව. තව පොඩ්ඩෙන් එක බැල්ලිගේ පුතෙක් පරලොව යනවා වාහනේ වැදිලා,Harassment,0.5073,Harassment,0.9272
ඉහල උන්ගෙ කල්ලි වල්ලි අපි ලග නෑ සල්ලි මල්ලි පුංචි රෝමෙ වැල්ලෙ බැල්ලි අල්ලයි බං උන්ගෙ ජල්ලි,ඉහල උන්ගෙ කල්ලි වල්ලි අපි ලග නෑ සල්ලි මල්ලි පුංචි රෝමෙ වැල්ලෙ බැල්ලි අල්ලයි බං උන්ගෙ ජල්ලි,Harassment,0.5728,Harassment,0.5508
චිත්‍රයක් ඇඳල දෙන්ඩ බැරි අඩු කුලේ පර හැත්ත. පට්ට බැල්ලි. ගහනව වැලි... ආ කෙල්ලෙ උඹත් බැනපන්,චිත්‍රයක් ඇඳල දෙන්ඩ බැරි අඩු කුලේ පර හැත්ත. පට්ට බැල්ලි. ගහනව වැලි... ආ කෙල්ලෙ උඹත් බැනපන්,Harassment,0.5566,Harassment,0.9341
ගෙදර බැල්ලි පාරේ යන බල්ලෙක්ට හයියෙන් බුරනවා.. පාරේ යන බල්ලා: මරයක · 10 සේප 2020 සද්දෙ වැඩී හුකනවා ගෙදරට අවිත් .,ගෙදර බැල්ලි පාරේ යන බල්ලෙක්ට හයියෙන් බුරනවා.. පාරේ යන බල්ලා: මරයක · 10 සේප 2020 සද්දෙ වැඩී හුකනවා ගෙදරට අවිත් .,Harassment,0.6475,Harassment,0.5488
ඉහල උන්ගෙ කල්ලි වල්ලි අපිලග නෑ සල්ලි මල්ලි පුංචි රෝමෙ වැල්ලෙ බැල්ලි අල්ලයි බං උංගෙ ජල්ලි හ්රුස්𝖍අ · 1 ජුල 2019 උඹලා වඩදියේ දඟලලා වෙලා දෝදු පෙනෙයි වාරකන් හුත්තො වරෙන් යන්න මුහුදු.. සජ්ජ ත්විත්තෙර්කොම්දෙෆ්යිෂ්වීඉථර්,ඉහල උන්ගෙ කල්ලි වල්ලි අපිලග නෑ සල්ලි මල්ලි පුංචි රෝමෙ වැල්ලෙ බැල්ලි අල්ලයි බං උංගෙ ජල්ලි හ්රුස්𝖍අ · 1 ජුල 2019 උඹලා වඩදියේ දඟලලා වෙලා දෝදු පෙනෙයි වාරකන් හුත්තො වරෙන් යන්න මුහුදු.. සජ්ජ ත්විත්තෙර්කොම්දෙෆ්යිෂ්වීඉථර්,Harassment,0.7271,Harassment,0.875
වැල්ලෙ බැල්ලිව පිස්සු බල්ලෙක් හපන්න හදන්නේ.. — feeling silly,වැල්ලෙ බැල්ලිව පිස්සු බල්ලෙක් හපන්න හදන්නේ.. — feeling silly,Harassment,0.6348,Harassment,0.7896
"ප්‍රභාකරන්ට රෙද්ද උස්සලා, කකුල් පළල් කරපු වඳ බැල්ලියෝ. අර වෙලේ විධානෙට මේකිව කසාද බන්දල දෙන්න ඕනා. උර්ල්","ප්‍රභාකරන්ට රෙද්ද උස්සලා, කකුල් පළල් කරපු වඳ බැල්ලියෝ. අර වෙලේ විධානෙට මේකිව කසාද බන්දල දෙන්න ඕනා. උර්ල්",Harassment,0.5278,Harassment,0.9287
තෙරෙ බිනා කැරියා අල්ලපු ගෙදර හුත්ති ඉස්සරා ගෙදර බැල්ලි අපේ ගෙදර බල්ලා⁣ තුම්හියෝ කැරියා සඟල වරහන් පකයා සබන් බෝල පකයා බීට් හුත්ති ගොටුකොල පකයා පොල් කෝම්බ කැරියා බ්ලොක් ගල් හුත්තා රට උළු පොන්නයා ගොක් කොල පකයා ඇම්පියර් හුත්තා ගිටාර් පකයා බිත්ති ඔරලෝසු පොන්නයා මදර්බෝඩ් හුකන්නා,තෙරෙ බිනා කැරියා අල්ලපු ගෙදර හුත්ති ඉස්සරා ගෙදර බැල්ලි අපේ ගෙදර බල්ලා⁣ තුම්හියෝ කැරියා සඟල වරහන් පකයා සබන් බෝල පකයා බීට් හුත්ති ගොටුකොල පකයා පොල් කෝම්බ කැරියා බ්ලොක් ගල් හුත්තා රට උළු පොන්නයා ගොක් කොල පකයා ඇම්පියර් හුත්තා ගිටාර් පකයා බිත්ති ඔරලෝසු පොන්නයා මදර්බෝඩ් හුකන්නා,Harassment,0.752,Harassment,0.9634
"ඕව සාධාරණීකරණය කරල, පොල්ස් ලබ්බන්ට සුදු හුණු ගාන අවජාතක බැල්ලියොත් මේ බුකියේ නැතුවාම නෙවෙයි.... උර්ල්","ඕව සාධාරණීකරණය කරල, පොල්ස් ලබ්බන්ට සුදු හුණු ගාන අවජාතක බැල්ලියොත් මේ බුකියේ නැතුවාම නෙවෙයි.... උර්ල්",Harassment,0.6592,Harassment,0.9629
ආං අරකි බැල්ලි එක්ක නිදියල ඇග පුරාම ලොම්ලු බැල්ලිගෙ ල්ප්ම් එකිගෙ ඇගෙ,ආං අරකි බැල්ලි එක්ක නිදියල ඇග පුරාම ලොම්ලු බැල්ලිගෙ ල්ප්ම් එකිගෙ ඇගෙ,Harassment,0.7915,Harassment,0.9624
මේ තවත් බැල්ලියෙක්....තමන්ව ජාතක කල පියාව මාලඹේ බස් නැවතුම්පලේ අතරමං කරදමා ගිය බැල්ලි...(මේආත්මේම විදවන්න ඕනා මේවා) උර්ල්,මේ තවත් බැල්ලියෙක්....තමන්ව ජාතක කල පියාව මාලඹේ බස් නැවතුම්පලේ අතරමං කරදමා ගිය බැල්ලි...(මේආත්මේම විදවන්න ඕනා මේවා) උර්ල්,Harassment,0.6592,Harassment,0.9702
පුක කකුලුවොම කන්න ඕන! тнαяιηυ ツ · 13 සේප 2017 මුහුදු වෙරළවල් වල රෙන උන්ට නම් අම්මපා ගහන්න ඕන පුකට හෙන 7ක්.,පුක කකුලුවොම කන්න ඕන! тнαяιηυ ツ · 13 සේප 2017 මුහුදු වෙරළවල් වල රෙන උන්ට නම් අම්මපා ගහන්න ඕන පුකට හෙන 7ක්.,Harassment,0.4971,Harassment,0.8027
සමහර අවජාතක සිංහල උන්ට මුල මතක නෑ. ඉන්නේ නිකම් උගේ අම්ම අප්පා ගිහින් කොටි ඉවර කරලා ආවා කියලා හිතාගෙන.,සමහර අවජාතක සිංහල උන්ට මුල මතක නෑ. ඉන්නේ නිකම් උගේ අම්ම අප්පා ගිහින් කොටි ඉවර කරලා ආවා කියලා හිතාගෙන.,Harassment,0.7681,Harassment,0.7461
"කෙල්ලෙක් උඹට එකීගේ phone number එකක් දෙනවා කියන්නේ, ඒ ඒකී උඹව විශ්වාස කරන නිසා.. එහෙව් එකීගේ number එකක් වටේ යවනවා නම්, අසහනකාරී විදියට හැසිරෙනවා නම්, උඹ මනුස්ස දුවක් දාව ජාතක වෙච්ච තිරිසන් ආත්මයක්.. ඒම තිරිසනුන්ට, ජාතක කරපු අම්මාව දැක්කත් අසහනේ උත්සන්න වෙන්න පුලුවන්.. ඇත්ත ඒකයි.","කෙල්ලෙක් උඹට එකීගේ phone number එකක් දෙනවා කියන්නේ, ඒ ඒකී උඹව විශ්වාස කරන නිසා.. එහෙව් එකීගේ number එකක් වටේ යවනවා නම්, අසහනකාරී විදියට හැසිරෙනවා නම්, උඹ මනුස්ස දුවක් දාව ජාතක වෙච්ච තිරිසන් ආත්මයක්.. ඒම තිරිසනුන්ට, ජාතක කරපු අම්මාව දැක්කත් අසහනේ උත්සන්න වෙන්න පුලුවන්.. ඇත්ත ඒකයි.",Harassment,0.6025,Harassment,0.9819
අහම්බෙන් Bra එකෙ පටිය ඇදුමෙන් එලියට පැනලා තිබ්බා දැක්කොත් ! අම්මො ඕකි බඩුව බං මන් ඕකිට ගැහුවා....,අහම්බෙන් Bra එකෙ පටිය ඇදුමෙන් එලියට පැනලා තිබ්බා දැක්කොත් ! අම්මො ඕකි බඩුව බං මන් ඕකිට ගැහුවා....,Harassment,0.6836,Harassment,0.9326
බඩුවට බඩුව නොකිය ඉතින් ආයෙ පත්තිනි අම්ම කියන්නද,බඩුවට බඩුව නොකිය ඉතින් ආයෙ පත්තිනි අම්ම කියන්නද,Harassment,0.5991,Harassment,0.8633
"/2 ටොගේ අම්මගේ රෙද්ද. ගොන් ඒසිගේ පුතා. චන්දෙයි පුපයි දෙකම දීලා ගෙරි ආණ්ඩුව ගෙනාපු මාධ්‍ය ගණිකාවක් උඹ කියන්නේ, දැන් ස්වයං සීමා පනවගන්නලු. ගිහි සඳුදට බලපන් ඔතන ස්වයං සංචරන සීමා එදාටත් තියෙයිද කියලා මරි මොංගලා.","/2 ටොගේ අම්මගේ රෙද්ද. ගොන් ඒසිගේ පුතා. චන්දෙයි පුපයි දෙකම දීලා ගෙරි ආණ්ඩුව ගෙනාපු මාධ්‍ය ගණිකාවක් උඹ කියන්නේ, දැන් ස්වයං සීමා පනවගන්නලු. ගිහි සඳුදට බලපන් ඔතන ස්වයං සංචරන සීමා එදාටත් තියෙයිද කියලා මරි මොංගලා.",Harassment,0.5752,Harassment,0.7559
ඔයතරන් තෙල් කාල ලෙඩක් හදාගනිංකො කොහොමහරි. අම්මපා බොට කියන කට හොඳයි ගලක උලා ගන්නව. අපෙ අම්ම එහෙම කියනව මට ඉස්සර,ඔයතරන් තෙල් කාල ලෙඩක් හදාගනිංකො කොහොමහරි. අම්මපා බොට කියන කට හොඳයි ගලක උලා ගන්නව. අපෙ අම්ම එහෙම කියනව මට ඉස්සර,Harassment,0.6533,Harassment,0.6748
අව ජාතකයට සැබෑ සිංහලය පේන්නේ වැරදියට.එක උගේ වරද නෙමෙයි.අත්ත මුත්ත අම්ම අම්ම කරපු වැරදි කියලා අහක දාන්නත් බෑ.සොලී... උර්ල්,අව ජාතකයට සැබෑ සිංහලය පේන්නේ වැරදියට.එක උගේ වරද නෙමෙයි.අත්ත මුත්ත අම්ම අම්ම කරපු වැරදි කියලා අහක දාන්නත් බෑ.සොලී... උර්ල්,Harassment,0.5181,Harassment,0.9702
ඔය වේසිගේ පුතාලා දන්න මාධ්‍ය. මුන්ට සල්ලි දෙනවා කිවුවොත් අම්මලා උනත් වේස කමේ යවනවා.. හරිය ඉගෙන ගෙන වත් නැති ගොං කලා උපාධි ධාරියෝ ටිකක් රට විකුණං කන්න අටවපු එකක් ඕක.,ඔය වේසිගේ පුතාලා දන්න මාධ්‍ය. මුන්ට සල්ලි දෙනවා කිවුවොත් අම්මලා උනත් වේස කමේ යවනවා.. හරිය ඉගෙන ගෙන වත් නැති ගොං කලා උපාධි ධාරියෝ ටිකක් රට විකුණං කන්න අටවපු එකක් ඕක.,Harassment,0.6758,Harassment,0.9775
ඔකාගෙ අම්ම මොලෙ වැඩෙන්න දෙන්නෙ ඔවලු,ඔකාගෙ අම්ම මොලෙ වැඩෙන්න දෙන්නෙ ඔවලු,Harassment,0.5508,Harassment,0.5576
කැරි මීයෙක් පාන්දර 3 නට කාමරේට රින්ගල හුක# වදයක් දුන්නෙ ...... උදේ බලද්දි මයිලෝ පැකට් එක කාලා....... අම්මපා මීයව අහු උනොත් බොල දෙක කපල දානව,කැරි මීයෙක් පාන්දර 3 නට කාමරේට රින්ගල හුක# වදයක් දුන්නෙ ...... උදේ බලද්දි මයිලෝ පැකට් එක කාලා....... අම්මපා මීයව අහු උනොත් බොල දෙක කපල දානව,Harassment,0.6938,Harassment,0.5537
", ඕකි ලේලී කරගන්නවනම් අම්ම කෙනෙක් නෑ කියල හිතාගනින් පුතේ",", ඕකි ලේලී කරගන්නවනම් අම්ම කෙනෙක් නෑ කියල හිතාගනින් පුතේ",Harassment,0.7271,Harassment,0.9126
"~..දවසේ ඔවදන..~44~ ග ම ෆ කෙල්ලෙක්ගේ ගෞරවය එක්ක සෙල්ලම් කරන්න කලින් දෙපාරක් හිතපන්, උඹේ අම්මාට උඹේ තාත්තා එදා එහෙම කලා නම්, උඹ අද ඒ අම්මා දාව ජාතක වුන අවජාතක දරුවෙක් කියලා. මලක් ඉම්බාට කමක් නෑ, ඒ මල තලන්න එපා බොලව්.. / 07 / 11 #ජීවිතයටඅරුතක්","~..දවසේ ඔවදන..~44~ ග ම ෆ කෙල්ලෙක්ගේ ගෞරවය එක්ක සෙල්ලම් කරන්න කලින් දෙපාරක් හිතපන්, උඹේ අම්මාට උඹේ තාත්තා එදා එහෙම කලා නම්, උඹ අද ඒ අම්මා දාව ජාතක වුන අවජාතක දරුවෙක් කියලා. මලක් ඉම්බාට කමක් නෑ, ඒ මල තලන්න එපා බොලව්.. / 07 / 11 #ජීවිතයටඅරුතක්",Harassment,0.5957,Harassment,0.9424
