comment,cleaned_text,label,confidence
@USER ටීම් එකේ බඩුව  #GuessTheTweep  #TCLSLමඩ,ටීම් එකේ බඩුව ගුඑෂ්ථෙත්වෙඑප් #TCLSLමඩ,Harassment,0.9858
#TeamKevum #AvuruduLK මැරුණත් පර සුද්දන්ගෙ කෑම වල පුක දෙන්නෑ මිත්‍රෝරුනි,ටෙඅම්කෙවුම් අවුරුදුල්ක් මැරුණත් පර සුද්දන්ගෙ කෑම වල පුක දෙන්නෑ මිත්‍රෝරුනි,Harassment,0.9771
"ටෙල්කො කොම්පනිවලට කඩේ ගියාට, පුකදුන්නට නොමිලේ ඩේට ලැබෙන්නෙ නෑ ඕයි..  මිනිස්සු ඔක්කොම බනිද්දී ඒක ස්වාභාවිකයි කියන වේස නලේකුත් ඉන්නෝනේ..","ටෙල්කො කොම්පනිවලට කඩේ ගියාට, පුකදුන්නට නොමිලේ ඩේට ලැබෙන්නෙ නෑ ඕයි.. මිනිස්සු ඔක්කොම බනිද්දී ඒක ස්වාභාවිකයි කියන වේස නලේකුත් ඉන්නෝනේ..",Harassment,0.9146
"To all the ""හම්මේ කිස් කරලද? ඊයා! අපේ රට කන්නෙ මුන් තමයි යකෝ. ලැජ්ජ නැද්ද යකෝ? ගොන් බඩුව bla bla..."" wannabe... URL","ටො all the ""හම්මේ කිස් කරලද? ඊයා! අපේ රට කන්නෙ මුන් තමයි යකෝ. ලැජ්ජ නැද්ද යකෝ? ගොන් බඩුව බලා බලා වන්නබේ උර්ල්",Harassment,0.9214
@USER  @USER ටොපි දෙන්නට ගල ගහල මරන්නෙ.......,ටොපි දෙන්නට ගල ගහල මරන්නෙ.......,Harassment,0.9263
Tom Cruise නාකි වෙන දවසට අපි මැරිලත් ඉදි,ටොම් Cruise නාකි වෙන දවසට අපි මැරිලත් ඉදි,Harassment,0.9292
@USER ටෞකන්ඩ තෝ මේවට ආවොත් මේකේ හම්බෙන් නිදහස එක්කේ තෝ රටේ ඉන්න ගෑනුන්ට ලමයි දීලා ජාතියේ පියා වේවි...,ටෞකන්ඩ තෝ මේවට ආවොත් මේකේ හම්බෙන් නිදහස එක්කේ තෝ රටේ ඉන්න ගෑනුන්ට ලමයි දීලා ජාතියේ පියා වේවි...,Harassment,0.979
ටෞකන්ඩ මේ හැදෙන මූත්‍රා බරට මේ ලබ්බ කපලා දාන්න හිතෙනවා,ටෞකන්ඩ මේ හැදෙන මූත්‍රා බරට මේ ලබ්බ කපලා දාන්න හිතෙනවා,Harassment,0.9131
ටෞකන්ඩ යකෝ  Chamalka© @USER  · 15 Dec 2019  @USER පුක එක ගානට ඇති  උස ගැන මම කිව්වෙ,ටෞකන්ඩ යකෝ චමල්ක · 15 දෙක් 2019 පුක එක ගානට ඇති උස ගැන මම කිව්වෙ,Harassment,0.9487
@USER ටෞකන්න තෝ ලෑලී පුකී,ටෞකන්න තෝ ලෑලී පුකී,Harassment,0.9434
ඩයලොග් හුත්තිගේ පුතාලා එක්ක ගනුදෙනු කරනවා කියන්නේ නිකම් ඇඟේ ලේ ටික කෝප කරගන්නවා කියන එක  වේස හුත්තිගේ බැල්ලියෝ ඉන්නේ,ඩයලොග් හුත්තිගේ පුතාලා එක්ක ගනුදෙනු කරනවා කියන්නේ නිකම් ඇඟේ ලේ ටික කෝප කරගන්නවා කියන එක වේස හුත්තිගේ බැල්ලියෝ ඉන්නේ,Harassment,0.9834
@USER ඩිංගිරි වරක මදුලක් වගේ එකකිං මුගෙ පුක පලපුදා ඉඳල තමා ඔය,ඩිංගිරි වරක මදුලක් වගේ එකකිං මුගෙ පුක පලපුදා ඉඳල තමා ඔය,Harassment,0.9097
ඩුප් ගහන උන්ට:  අනේ ඕකුන්ගෙ සරම කැඩියන්! අනේ ඕකියන්ගෙ රෙද්ද හැලියන්!,ඩුප් ගහන උන්ට: අනේ ඕකුන්ගෙ සරම කැඩියන්! අනේ ඕකියන්ගෙ රෙද්ද හැලියන්!,Harassment,0.939
ඩුප් ගහන උන්ට:  අනේ ඕකුන්ගෙ සරම කැඩියන්! අනේ ඕකියන්ගෙ රෙද්ද හැලියන්! Upside-down face,ඩුප් ගහන උන්ට: අනේ ඕකුන්ගෙ සරම කැඩියන්! අනේ ඕකියන්ගෙ රෙද්ද හැලියන්! උප්සිදෙදොව්න් face,Harassment,0.981
@USER ඩෙසිකගෙ මොලේ තව වැඩෙන්න තව මොනවහරි කරන්න... අර වැට කොනින් කඩාගත් තඩි පොල්ලකින් ගහන්න...  මේකිට හැකියි හොදට කන්න කම්මැලියි වැඩ කරන්න... ගොරවා...පොරෝගෙන...දවසක්ම හැක නිදන්න..,ඩෙසිකගෙ මොලේ තව වැඩෙන්න තව මොනවහරි කරන්න... අර වැට කොනින් කඩාගත් තඩි පොල්ලකින් ගහන්න... මේකිට හැකියි හොදට කන්න කම්මැලියි වැඩ කරන්න... ගොරවා...පොරෝගෙන...දවසක්ම හැක නිදන්න..,Harassment,0.9761
ණයට කහින්නෑ අපි හුත්තො කැස්සොත් දෙනවා කටට,ණයට කහින්නෑ අපි හුත්තො කැස්සොත් දෙනවා කටට,Harassment,0.9795
තඩි Fake එකක් කුරුමානම් අල්ල අල්ල වටේට කැරකෙනවා...  Mute කරලා දැම්මා,තඩි Fake එකක් කුරුමානම් අල්ල අල්ල වටේට කැරකෙනවා... Mute කරලා දැම්මා,Harassment,0.9512
තඩි ඇවිදින මිනිස් මෝරෙක්.. in tge #TheFlash,තඩි ඇවිදින මිනිස් මෝරෙක්.. ඉන් තගේ තෙෆ්ලාශ්,Harassment,0.937
@USER තඩි කොකෙක් ඒකනම්...පුම්බල ඇරිය උඩ.... tim කාරයවත් එච්චර ඔලුවෙන් නැතුව ඇති,තඩි කොකෙක් ඒකනම්...පුම්බල ඇරිය උඩ.... ටීම් කාරයවත් එච්චර ඔලුවෙන් නැතුව ඇති,Harassment,0.9087
"තඩි පුකක් ඇති කෙල්ලෙක් දුටු විට ඇතැම්හු ""මට අරකිගෙ පුක පලන්න ඇත්නම්"" කියා සිතති..නමුත් පුක පැලීම ලේසි නැති බව බොහෝදෙනා දනිති.. ඇතැම් අය පුකේ කැටයම් කපති, ටැටූ ගසති.. කුමක් කළත් උදේට බොක යනකොට එන ගඳ දැනුන විට ""රෙන පුකට මොන කැටයම්ද"" කියා සිතේ..","තඩි පුකක් ඇති කෙල්ලෙක් දුටු විට ඇතැම්හු ""මට අරකිගෙ පුක පලන්න ඇත්නම්"" කියා සිතති..නමුත් පුක පැලීම ලේසි නැති බව බොහෝදෙනා දනිති.. ඇතැම් අය පුකේ කැටයම් කපති, ටැටූ ගසති.. කුමක් කළත් උදේට බොක යනකොට එන ගඳ දැනුන විට ""රෙන පුකට මොන කැටයම්ද"" කියා සිතේ..",Harassment,0.9346
@USER තඩි බඩක් නැත්නම් ඇයි උබට ඔච්චර upset යන්නේ? ඕක ගැන කියනකොට? @USER,තඩි බඩක් නැත්නම් ඇයි උබට ඔච්චර upset යන්නේ? ඕක ගැන කියනකොට?,Harassment,0.9092
තඩි බඩෙක් ඇවිල්ල ගහගෙන ගහහෙන ගියා #LPL2020,තඩි බඩෙක් ඇවිල්ල ගහගෙන ගහහෙන ගියා #LPL2020,Harassment,0.957
තඩි ලණුවකින් මාව බැඳලා තඩි පොල්ලකින් මට ගහපන්. පණ තියෙනවා වගේ නම් තව ගහපන්   VILIAM @USER  · 22 May 2016 මාව මරන්ඩකෝ..  පීස් මෙයා,තඩි ලණුවකින් මාව බැඳලා තඩි පොල්ලකින් මට ගහපන්. පණ තියෙනවා වගේ නම් තව ගහපන් විලිං · 22 May 2016 මාව මරන්ඩකෝ.. පීස් මෙයා,Harassment,0.9604
තඩි හුලගක් එනවා . මහ වැස්සක පෙර නිමිති වගේ #lka #colombo,තඩි හුලගක් එනවා . මහ වැස්සක පෙර නිමිති වගේ ලක චොලොම්බෝ,Harassment,0.917
තඩි..... තඩි.... තඩි....තඩි.... තඩිද  කුරුම්බා ??  #පතං or #නොපතං දන්නෝ දනිති,තඩි..... තඩි.... තඩි....තඩි.... තඩිද කුරුම්බා ?? #පතං ඔර #නොපතං දන්නෝ දනිති,Harassment,0.9443
තන් දෙක අස්සෙ ආදරෙ හොයපු උන් කෙල උනාම උන් love කරපු කරපු කෙල්ලට කියන්නෙ #බඩුව කියලලු love කියන වචනෙ පාවිච්චි කරල කෙල්ලෙක්ගෙ ඇඟට අත තියනවට වඩා හොඳයි බං පාරෙ ඉන්න ගණිකාවක් ගන්න එක.,තන් දෙක අස්සෙ ආදරෙ හොයපු උන් කෙල උනාම උන් love කරපු කරපු කෙල්ලට කියන්නෙ #බඩුව කියලලු love කියන වචනෙ පාවිච්චි කරල කෙල්ලෙක්ගෙ ඇඟට අත තියනවට වඩා හොඳයි බං පාරෙ ඉන්න ගණිකාවක් ගන්න එක.,Harassment,0.9409
තන් දෙක මැද්දෙ තියලා හුකනවද? — අහපංකො ඔය ප්‍රශ්නේ තොගෙ ආච්චීගෙන් curiouscat.live PhuckYou_ CuriousCat is a Q&A social network that allows you to connect with your followersknow new people.,තන් දෙක මැද්දෙ තියලා හුකනවද? — අහපංකො ඔය ප්‍රශ්නේ තොගෙ ආච්චීගෙන් කුරිඖස්කත්ලිවෙ PhuckYou_ කුරිඖස්කත් ඉස අ ක social network that අල්ලොව්ස් you ටො connect with your ෆෝල්ලොවෙර්ස්ක්නොව් new people.,Harassment,0.938
තනිකඩ වෙලා..වේලිලා..මැරිය තෝ.. GάŘα @USER  · 29 Aug 2020 මූ වගේ අලුගුත්තේරුවෙකුට දෙයියෝ අක්කලා මවයිද...   දෙයියන්ට පයිතියං නෑ පොක්ක එච්චරම  twitter.com/FriendsGammadd…,තනිකඩ වෙලා..වේලිලා..මැරිය තෝ.. ග · 29 ඖග් 2020 මූ වගේ අලුගුත්තේරුවෙකුට දෙයියෝ අක්කලා මවයිද... දෙයියන්ට පයිතියං නෑ පොක්ක එච්චරම ත්විත්තෙර්කොම්ෆ්රිඑස්ගංමද්ද,Harassment,0.9536
@USER @USER  තනියම කන්න එපා යකෝ තොට බඩේ අමාරුව හැදේවි,තනියම කන්න එපා යකෝ තොට බඩේ අමාරුව හැදේවි,Harassment,0.938
@USER @USER  තනියම කාල තොට බඩේ අමාරුව හෑදෙයි යකෝ..,තනියම කාල තොට බඩේ අමාරුව හෑදෙයි යකෝ..,Harassment,0.9033
@USER තනේ කඩල විසික්කරන්න හොදා අපි තන් කීවාම වැරදී,තනේ කඩල විසික්කරන්න හොදා අපි තන් කීවාම වැරදී,Harassment,0.9595
තබන තබන පය ලිස්සා වැටීයන්.. ගහන ගහන ගැට කෙල වී පලයන්.. රට කරනා නරි දෙන්නට මෙය වැදීයන්.. පාරක් අයිනේ බල්ලෙක් වගේ තොපි මැරීයන්!!,තබන තබන පය ලිස්සා වැටීයන්.. ගහන ගහන ගැට කෙල වී පලයන්.. රට කරනා නරි දෙන්නට මෙය වැදීයන්.. පාරක් අයිනේ බල්ලෙක් වගේ තොපි මැරීයන්!!,Harassment,0.9785
තබන තබන් පය අලුවි දැවියන් රෝග දුක්විපත් ගින්නෙන් දැවියන් වැහි නැති අකුණුම හිස මත වැටියන් බදුරුදින් උබ මැරිලම පලයන්  කලුවට කලුවේ ගෝනිය පොරවන් යනවිට පාරේ උබ මට ඔරවන් ගෑණු පිරිමි බව හොයන් ඔනේ නං Please සුදූ මට මූන පෙන්නපං  #Manakkalpitha,තබන තබන් පය අලුවි දැවියන් රෝග දුක්විපත් ගින්නෙන් දැවියන් වැහි නැති අකුණුම හිස මත වැටියන් බදුරුදින් උබ මැරිලම පලයන් කලුවට කලුවේ ගෝනිය පොරවන් යනවිට පාරේ උබ මට ඔරවන් ගෑණු පිරිමි බව හොයන් ඔනේ නං Please සුදූ මට මූන පෙන්නපං මනක්කල්පිත,Harassment,0.9121
තමන් ඉපදිච්ච හැදිච්ච වැඩිච්ච රට වේස ගෑණියෙක් වගේ දකින මිනිස්සුත් ඉන්නවානේ හිටං.  Randika Fernando @USER  · 26 Oct 2020  @USER@USER වේස ගෑනි වගේ දැන් ඉංදියන් සාගරෙ අමුතු ඇටේ...,තමන් ඉපදිච්ච හැදිච්ච වැඩිච්ච රට වේස ගෑණියෙක් වගේ දකින මිනිස්සුත් ඉන්නවානේ හිටං. රන්දික ෆෙර්ණන්දෝ · 26 ඔච්ට් 2020 වේස ගෑනි වගේ දැන් ඉංදියන් සාගරෙ අමුතු ඇටේ...,Harassment,0.9595
තමන්ගේ කක්කා තමන්ට ගඳ නැති අතර අනුන්ගේ කක්කා පට්ට ගඳ වේ   - පයිත්‍රීමාල සිරිසේන  - ගජමන් නෝනා @USER  · 24 Aug 2019 කක්කා සුවඳ ද ගඳ ද?,තමන්ගේ කක්කා තමන්ට ගඳ නැති අතර අනුන්ගේ කක්කා පට්ට ගඳ වේ - පයිත්‍රීමාල සිරිසේන - ගජමන් නෝනා · 24 ඖග් 2019 කක්කා සුවඳ ද ගඳ ද?,Harassment,0.9067
තමන්ටම rap king කියාගන්න. වටේ ඉන්න පඩත්තරයො නිසා ඉදිමිලා ඉන්න. කයිසර් වගේ එකෙක් දෙන්නෙක් හිරේ ගිහින් පුක පලාගත්තම අම්මව මතක් වෙයි.,තමන්ටම rap king කියාගන්න. වටේ ඉන්න පඩත්තරයො නිසා ඉදිමිලා ඉන්න. කයිසර් වගේ එකෙක් දෙන්නෙක් හිරේ ගිහින් පුක පලාගත්තම අම්මව මතක් වෙයි.,Harassment,0.9722
තම්බියා කොහොමත් තම්බියට අදිනවා.අපෙ එවුන් තාමත් තම්බින්ට පුක විතරක් නම් කමත් නැ.කෙලත් දෙනවා.විල්පත්තුව... URL,තම්බියා කොහොමත් තම්බියට අදිනවා.අපෙ එවුන් තාමත් තම්බින්ට පුක විතරක් නම් කමත් නැ.කෙලත් දෙනවා.විල්පත්තුව... උර්ල්,Harassment,0.9556
තම්බිල තම්බිලා  වෙනුවෙන්   කතා කරනවා  අවුලක්නෑ   ඒත් තම්බිලගෙ පුක ලේවකන  Ngo සිංහල උන් ඉන්නකන්   මොකුත්ම කරන්න බෑ,තම්බිල තම්බිලා වෙනුවෙන් කතා කරනවා අවුලක්නෑ ඒත් තම්බිලගෙ පුක ලේවකන නගෝ සිංහල උන් ඉන්නකන් මොකුත්ම කරන්න බෑ,Harassment,0.9683
තම්බී වාසුදේවලාට කඩු තියන උංගේ පල්ලී වීඩියෝ කලාම පුක කහනවා.. කතෝලික පල්ලියට බෝම්බ ගැහුවට කමක් නෑ වෙන්ට ඇති.. ඕකලාව සතේකට විශ්වාස කරන්න එපා ගොයියෝ.. #lka,තම්බී වාසුදේවලාට කඩු තියන උංගේ පල්ලී වීඩියෝ කලාම පුක කහනවා.. කතෝලික පල්ලියට බෝම්බ ගැහුවට කමක් නෑ වෙන්ට ඇති.. ඕකලාව සතේකට විශ්වාස කරන්න එපා ගොයියෝ.. ලක,Harassment,0.9502
තමා පුක දෙනවද? වෙඩි කනවද? . පුක දීලම වෙඩි කමු නේද මහත්තයො..,තමා පුක දෙනවද? වෙඩි කනවද? . පුක දීලම වෙඩි කමු නේද මහත්තයො..,Harassment,0.9873
තමුසෙ ගිහින් බෙහෙත් ගන්නවා.. Pushpe @USER  · 27 Mar 2021 අම්ම තාත්ත ලග නැති එකෙක්ට කැස්සක් වත් හැදෙන්නෙපා,තමුසෙ ගිහින් බෙහෙත් ගන්නවා.. පුෂ්පේ · 27 Mar 2021 අම්ම තාත්ත ලග නැති එකෙක්ට කැස්සක් වත් හැදෙන්නෙපා,Harassment,0.9224
TL එක දැකල හෙට බනින උන්ට බඩ පලයන්,තල් එක දැකල හෙට බනින උන්ට බඩ පලයන්,Harassment,0.939
"TL එකේ ඔක්කොම තියෙන්නෙ දෙස්පාළු tweet නේ. අරයා ගොනා මෙයා ගොනා, මුන්ට ගහන්න ඔනේ ect..!","තල් එකේ ඔක්කොම තියෙන්නෙ දෙස්පාළු tweet නේ. අරයා ගොනා මෙයා ගොනා, මුන්ට ගහන්න ඔනේ එච්ට්",Harassment,0.958
@USER තලාගන්නද හදන්නෙ අයිසෙ හොම්බ කට ගෑනිගෙ අතිම්,තලාගන්නද හදන්නෙ අයිසෙ හොම්බ කට ගෑනිගෙ අතිම්,Harassment,0.9824
තව එකකින් ඇවිත් දීපල්ලා දුවන්න.. අවජාතක පරයි..,තව එකකින් ඇවිත් දීපල්ලා දුවන්න.. අවජාතක පරයි..,Harassment,0.9521
තව තව ipl ගැහුවනම් හරි පුක උඩදාගෙන,තව තව ඉපල් ගැහුවනම් හරි පුක උඩදාගෙන,Harassment,0.9565
@USER  @USER තව නැගපං කඳු...  අන්ටිල් අම්මා සේ තෝ කඳු  නැග නැග හිටපං තොගේ වයසෙ අනික් එවුන් බබාට බෙහෙත් විදින්න යද්දි,තව නැගපං කඳු... අන්ටිල් අම්මා සේ තෝ කඳු නැග නැග හිටපං තොගේ වයසෙ අනික් එවුන් බබාට බෙහෙත් විදින්න යද්දි,Harassment,0.9116
@USER  @USER    @USER  තව්සෙ බඩුවක් වගේ හැම ෆැමිලි එකකම ඉන්නවා මමත් වේස බඩුවක් වගේ හැම එකකම ඉන්නවා,තව්සෙ බඩුවක් වගේ හැම ෆැමිලි එකකම ඉන්නවා මමත් වේස බඩුවක් වගේ හැම එකකම ඉන්නවා,Harassment,0.9551
ත්‍රස්තවාදීන්ට පෙම් කරන්න යන ගොබ්බ හරක් ඔය කතාව අර මැරිච්ච මිනිස්සුන්ගේ පවුලේ එකෙක් ගාවට ගිහින් නම් කියන්ඩ එපා !! තොපේ ඇට දෙක පුක වටේ අරියි..යාලුවනේ එන්න අපි සතුරාටත් පෙම් කර..... අනේ නිකං පලයං හුක්.. යන්ඩ!!,ත්‍රස්තවාදීන්ට පෙම් කරන්න යන ගොබ්බ හරක් ඔය කතාව අර මැරිච්ච මිනිස්සුන්ගේ පවුලේ එකෙක් ගාවට ගිහින් නම් කියන්ඩ එපා !! තොපේ ඇට දෙක පුක වටේ අරියි..යාලුවනේ එන්න අපි සතුරාටත් පෙම් කර..... අනේ නිකං පලයං හුක්.. යන්ඩ!!,Harassment,0.9531
"ත්‍රීවිල් අයියා :- ""අර වේසිඟේ පුතා අද හල්දුම්මුල්ලට යනවලු. අපිට පාක් එකේ විල් තියාගෙන ඉන්න එපා කිව්වා පොලිසියේ ඉන්න පොන්න හුත්තිගේ පුතාලා ටික...""","ත්‍රීවිල් අයියා :- ""අර වේසිඟේ පුතා අද හල්දුම්මුල්ලට යනවලු. අපිට පාක් එකේ විල් තියාගෙන ඉන්න එපා කිව්වා පොලිසියේ ඉන්න පොන්න හුත්තිගේ පුතාලා ටික...""",Harassment,0.979
තාත්තා එහා පැත්තේ හුප්පෝ  ට උකන්න දාලා  මූගේ රිප්ලයි එක මොකක්ද බලන්න ඇවිත් මාත් ඉල්ලගෙන කෑව. ඒ මගුල  හම්සා තොටත් හෙන ගහපං.,තාත්තා එහා පැත්තේ හුප්පෝ ට උකන්න දාලා මූගේ රිප්ලයි එක මොකක්ද බලන්න ඇවිත් මාත් ඉල්ලගෙන කෑව. ඒ මගුල හම්සා තොටත් හෙන ගහපං.,Harassment,0.9175
තාම අම්මත් එක්ක නිදියන හීනෙන් බය වුනාම හුජ්ජ යන බටු ඇටයො කාමර කුලියට දෙන්න කතාව  අනේ හුකේ නන්නානෙ.... URL This Tweet is unavailable.,තාම අම්මත් එක්ක නිදියන හීනෙන් බය වුනාම හුජ්ජ යන බටු ඇටයො කාමර කුලියට දෙන්න කතාව අනේ හුකේ නන්නානෙ.... උර්ල් This Tweet ඉස unavailable.,Harassment,0.9448
තාමත් ඔයා රෙනවද කියා මං බලනවා නැවතිලා තට්ටම ඉරා පඩයක් ගියා බොකට පුක අමතක වෙලා බෙට්ට තව තියෙනවා නම් පුකෙමයි කියා....   #සාජ්ජේ,තාමත් ඔයා රෙනවද කියා මං බලනවා නැවතිලා තට්ටම ඉරා පඩයක් ගියා බොකට පුක අමතක වෙලා බෙට්ට තව තියෙනවා නම් පුකෙමයි කියා.... #සාජ්ජේ,Harassment,0.9185
තායි රටේදි නොන්කායි ගං ඉවුරේ හැන්දෑව පට්ට හැපනින්. ඝෑනුද මිනිස්සුද ලමයිද ගොඩාක් එනවා කනවා බොනවා නටනවා..සිංදුකියනවා.. ඒකලොකු ස්පේස් එකක්  මම ඔහේ ඇවිදන් යද්දි වීල් කාරයො දෙන්නෙක් බොනවා.ගල් අරක්කු පෙනුම බ්‍රෑනඩ් එකක්. උන් මටත් කතාකලා සොට් එකක් දාන්න. ඒත් මම පොඩ්ඩක් බයවුනා. අපරාදෙ.,තායි රටේදි නොන්කායි ගං ඉවුරේ හැන්දෑව පට්ට හැපනින්. ඝෑනුද මිනිස්සුද ලමයිද ගොඩාක් එනවා කනවා බොනවා නටනවා..සිංදුකියනවා.. ඒකලොකු ස්පේස් එකක් මම ඔහේ ඇවිදන් යද්දි වීල් කාරයො දෙන්නෙක් බොනවා.ගල් අරක්කු පෙනුම බ්‍රෑනඩ් එකක්. උන් මටත් කතාකලා සොට් එකක් දාන්න. ඒත් මම පොඩ්ඩක් බයවුනා. අපරාදෙ.,Harassment,0.9155
තාරුකයා කෙල්ලෙක් DP එකක් දැම්මම Mention කරලා Tweet එකකුත් දානවා  අපි දැම්මම පඩේකට ගනන් ගන්නෙ නෑ. වේස ටිටී,තාරුකයා කෙල්ලෙක් දප් එකක් දැම්මම Mention කරලා Tweet එකකුත් දානවා අපි දැම්මම පඩේකට ගනන් ගන්නෙ නෑ. වේස ටිටී,Harassment,0.9512
තැනක ඉන්න ඔිනේ විදිය තොපේ අම්මලා තාත්තලා තොපිට උගන්වලා නැද්ද අවජාතක බල්ලෝ.. (K. Siri sir)  #SriLankanThreats,තැනක ඉන්න ඔිනේ විදිය තොපේ අම්මලා තාත්තලා තොපිට උගන්වලා නැද්ද අවජාතක බල්ලෝ.. ක් සිරි sir) ස්රිලංකංථ්රෙඅත්ස,Harassment,0.9839
@USER තිබහට නෙ ලේ දුන්නෙ. මුත්‍රා බොන්න බෑනෙ. ලවන ගතිය වැඩීනෙ. රජකුමරා දුන්න එකක් වැද්දට ඒ වැදි කුමරා දුන්න රජුගෙ බිජ්ජට රජාගෙ බිජ්ජ තැලී හුජ්ජ පැන්න එලියට ඒත් අම්ම එහෙම කරයිද තම පුතාට ....,තිබහට නෙ ලේ දුන්නෙ. මුත්‍රා බොන්න බෑනෙ. ලවන ගතිය වැඩීනෙ. රජකුමරා දුන්න එකක් වැද්දට ඒ වැදි කුමරා දුන්න රජුගෙ බිජ්ජට රජාගෙ බිජ්ජ තැලී හුජ්ජ පැන්න එලියට ඒත් අම්ම එහෙම කරයිද තම පුතාට ....,Harassment,0.9404
"තිරියො,එක්කො ගහපන් නෑත්තම් ගහන්න පුලුවන් එකෙක්ට දිලා පලයන්.","තිරියො,එක්කො ගහපන් නෑත්තම් ගහන්න පුලුවන් එකෙක්ට දිලා පලයන්.",Harassment,0.9355
තිරිසනා!! උබ මගේ සරෝට වෙඩි තිබ්බා.මං තෝව කනවා යකෝ !! #ගුහාසටන #CaveEncounter,තිරිසනා!! උබ මගේ සරෝට වෙඩි තිබ්බා.මං තෝව කනවා යකෝ !! #ගුහාසටන කවෙඑන්කෞන්තෙර්,Harassment,0.9878
තිරිසනුන් අතර අවජාතක තිරිසනෙක්... URL,තිරිසනුන් අතර අවජාතක තිරිසනෙක්... උර්ල්,Harassment,0.918
"Thisara be like- ""ඔය අමාරුවෙන් දාලා දෙන එක අල්ලපං හු*තෝ!!! අරුං බයින්නේ මට නේ..."" XD #SLvIND","තිසර බේ like- ""ඔය අමාරුවෙන් දාලා දෙන එක අල්ලපං හු*තෝ!!! අරුං බයින්නේ මට නේ..."" ෂ්ද ස්ල්වින්ඩ්",Harassment,0.9893
@USER  @USER තී මේ දර මිටි බැඳං පුක ගිනිගත්තැහේ මේකේ දෙදොහක් තිස්සේ හත් අඳෝනා තියන විලි ගාය අපිටත් තියේ කියලද බොන්ඩියේ තී හිතන්නේ   තී සිගිරි ගල පල්ලේ පතබෑවිලා ලිග්ගල් අටවගත්තත් අපිට පුකද?,තී මේ දර මිටි බැඳං පුක ගිනිගත්තැහේ මේකේ දෙදොහක් තිස්සේ හත් අඳෝනා තියන විලි ගාය අපිටත් තියේ කියලද බොන්ඩියේ තී හිතන්නේ තී සිගිරි ගල පල්ලේ පතබෑවිලා ලිග්ගල් අටවගත්තත් අපිට පුකද?,Harassment,0.9565
තුක් නොදකින් මුගේ කට  Mr6feet @USER  · 10 Sep 2021 හෙන්ද්‍රික්කව අව්ට් කරානම් හරි දැන්  #SLvSA,තුක් නොදකින් මුගේ කට Mr6feet · 10 සේප 2021 හෙන්ද්‍රික්කව අව්ට් කරානම් හරි දැන් ස්ල්ව්ස,Harassment,0.9478
තුන්වේලම  කෝල් කරලා බත් කෑවද මගෙ රත්තරං  අහන එක විතරක් නෙවේ ආදරේ කියන්නෙ..තෝ කෑවද වේසිගෙ පුතෝ..උබ කන වෙලාවක කාපන් හුත්තො  මම කෑවා කියලා කියන්නෙත් එක්තරා ආදරයක්,තුන්වේලම කෝල් කරලා බත් කෑවද මගෙ රත්තරං අහන එක විතරක් නෙවේ ආදරේ කියන්නෙ..තෝ කෑවද වේසිගෙ පුතෝ..උබ කන වෙලාවක කාපන් හුත්තො මම කෑවා කියලා කියන්නෙත් එක්තරා ආදරයක්,Harassment,0.9404
තුහ් නොදකින් වසල හැත්ත.! අර අහින්සක රණවිරුවන්ට ගහපු ඒවුන් ගෙනත් පොලිමක තියල පෙති පෙති කපන්න් ඕන. වුන් පොර වුනා... URL,තුහ් නොදකින් වසල හැත්ත.! අර අහින්සක රණවිරුවන්ට ගහපු ඒවුන් ගෙනත් පොලිමක තියල පෙති පෙති කපන්න් ඕන. වුන් පොර වුනා... උර්ල්,Harassment,0.9565
තෙරෙ බිනා කැරියා අල්ලපු ගෙදර හුත්ති ඉස්සරා ගෙදර බැල්ලි අපේ ගෙදර බල්ලා⁣ තුම්හියෝ කැරියා සඟල වරහන් පකයා සබන් බෝල පකයා බීට් හුත්ති ගොටුකොල පකයා පොල් කෝම්බ කැරියා බ්ලොක් ගල් හුත්තා රට උළු පොන්නයා ගොක් කොල පකයා ඇම්පියර් හුත්තා ගිටාර් පකයා බිත්ති ඔරලෝසු පොන්නයා මදර්බෝඩ් හුකන්නා,තෙරෙ බිනා කැරියා අල්ලපු ගෙදර හුත්ති ඉස්සරා ගෙදර බැල්ලි අපේ ගෙදර බල්ලා⁣ තුම්හියෝ කැරියා සඟල වරහන් පකයා සබන් බෝල පකයා බීට් හුත්ති ගොටුකොල පකයා පොල් කෝම්බ කැරියා බ්ලොක් ගල් හුත්තා රට උළු පොන්නයා ගොක් කොල පකයා ඇම්පියර් හුත්තා ගිටාර් පකයා බිත්ති ඔරලෝසු පොන්නයා මදර්බෝඩ් හුකන්නා,Harassment,0.9634
@USER තො ජාතක උනෙ තම්බියෙකුටද නාකියො.අපට පව් පුරවන්නෙ නැතුව.තම්බි දෙන කටු සූප්පු කැගෙන පාඩුවෙ වැඩක් බලාගෙන ඉදපං. තො එන්න නම් එපා ලංකාවට කොල්ලොන්ට කියලා දාවනවා තොට වැට මාර ලි පෝලිමක් ගෙරියා,තො ජාතක උනෙ තම්බියෙකුටද නාකියො.අපට පව් පුරවන්නෙ නැතුව.තම්බි දෙන කටු සූප්පු කැගෙන පාඩුවෙ වැඩක් බලාගෙන ඉදපං. තො එන්න නම් එපා ලංකාවට කොල්ලොන්ට කියලා දාවනවා තොට වැට මාර ලි පෝලිමක් ගෙරියා,Harassment,0.9854
